,Quarter,Region,State,Purpose,Trips
456,1/10/2016,Adelaide Hills,South Australia,Holiday,14.3433173
457,1/01/1998,Adelaide Hills,South Australia,Other,0
458,1/04/1998,Adelaide Hills,South Australia,Other,4.6416225
459,1/07/1998,Adelaide Hills,South Australia,Other,2.5551154
460,1/10/1998,Adelaide Hills,South Australia,Other,0.7742269
461,1/01/1999,Adelaide Hills,South Australia,Other,0
462,1/04/1999,Adelaide Hills,South Australia,Other,0
463,1/07/1999,Adelaide Hills,South Australia,Other,0
464,1/10/1999,Adelaide Hills,South Australia,Other,2.2665789
465,1/01/2000,Adelaide Hills,South Australia,Other,0
466,1/04/2000,Adelaide Hills,South Australia,Other,1.7767214
467,1/07/2000,Adelaide Hills,South Australia,Other,0
468,1/10/2000,Adelaide Hills,South Australia,Other,0
469,1/01/2001,Adelaide Hills,South Australia,Other,0.3505485
470,1/04/2001,Adelaide Hills,South Australia,Other,1.9370989
471,1/07/2001,Adelaide Hills,South Australia,Other,0
472,1/10/2001,Adelaide Hills,South Australia,Other,0
473,1/01/2002,Adelaide Hills,South Australia,Other,0
474,1/04/2002,Adelaide Hills,South Australia,Other,3.7257407
475,1/07/2002,Adelaide Hills,South Australia,Other,0
476,1/10/2002,Adelaide Hills,South Australia,Other,0
477,1/01/2003,Adelaide Hills,South Australia,Other,0.6332154
478,1/04/2003,Adelaide Hills,South Australia,Other,3.6678782
479,1/07/2003,Adelaide Hills,South Australia,Other,3.0060054
480,1/10/2003,Adelaide Hills,South Australia,Other,0
481,1/01/2004,Adelaide Hills,South Australia,Other,1.063292
482,1/04/2004,Adelaide Hills,South Australia,Other,2.0589476
483,1/07/2004,Adelaide Hills,South Australia,Other,0.8917248
484,1/10/2004,Adelaide Hills,South Australia,Other,0.6858324
485,1/01/2005,Adelaide Hills,South Australia,Other,0
486,1/04/2005,Adelaide Hills,South Australia,Other,1.8917965
487,1/07/2005,Adelaide Hills,South Australia,Other,0.6089545
488,1/10/2005,Adelaide Hills,South Australia,Other,0
489,1/01/2006,Adelaide Hills,South Australia,Other,0.85997
490,1/04/2006,Adelaide Hills,South Australia,Other,1.25749
491,1/07/2006,Adelaide Hills,South Australia,Other,2.195824
492,1/10/2006,Adelaide Hills,South Australia,Other,2.448203
493,1/01/2007,Adelaide Hills,South Australia,Other,0.8895071
494,1/04/2007,Adelaide Hills,South Australia,Other,1.1913984
495,1/07/2007,Adelaide Hills,South Australia,Other,1.1651694
496,1/10/2007,Adelaide Hills,South Australia,Other,0.6422861
497,1/01/2008,Adelaide Hills,South Australia,Other,0
498,1/04/2008,Adelaide Hills,South Australia,Other,0.7693277
499,1/07/2008,Adelaide Hills,South Australia,Other,1.2218403
500,1/10/2008,Adelaide Hills,South Australia,Other,2.4349158
501,1/01/2009,Adelaide Hills,South Australia,Other,1.1392864
502,1/04/2009,Adelaide Hills,South Australia,Other,0
503,1/07/2009,Adelaide Hills,South Australia,Other,1.0324881
504,1/10/2009,Adelaide Hills,South Australia,Other,0
505,1/01/2010,Adelaide Hills,South Australia,Other,2.6697268
506,1/04/2010,Adelaide Hills,South Australia,Other,0
507,1/07/2010,Adelaide Hills,South Australia,Other,0.5132324
508,1/10/2010,Adelaide Hills,South Australia,Other,0.6433945
509,1/01/2011,Adelaide Hills,South Australia,Other,0.5816382
510,1/04/2011,Adelaide Hills,South Australia,Other,0
511,1/07/2011,Adelaide Hills,South Australia,Other,2.3308912
512,1/10/2011,Adelaide Hills,South Australia,Other,0.3166023
513,1/01/2012,Adelaide Hills,South Australia,Other,0.7022849
514,1/04/2012,Adelaide Hills,South Australia,Other,1.762161
515,1/07/2012,Adelaide Hills,South Australia,Other,0
516,1/10/2012,Adelaide Hills,South Australia,Other,1.2862624
517,1/01/2013,Adelaide Hills,South Australia,Other,2.884592
518,1/04/2013,Adelaide Hills,South Australia,Other,0.6894667
519,1/07/2013,Adelaide Hills,South Australia,Other,0.939753
520,1/10/2013,Adelaide Hills,South Australia,Other,6.6505357
521,1/01/2014,Adelaide Hills,South Australia,Other,4.9562415
522,1/04/2014,Adelaide Hills,South Australia,Other,1.3880559
523,1/07/2014,Adelaide Hills,South Australia,Other,1.3276584
524,1/10/2014,Adelaide Hills,South Australia,Other,1.4141489
525,1/01/2015,Adelaide Hills,South Australia,Other,2.1377702
526,1/04/2015,Adelaide Hills,South Australia,Other,1.7699414
527,1/07/2015,Adelaide Hills,South Australia,Other,2.9132519
528,1/10/2015,Adelaide Hills,South Australia,Other,8.3484868
529,1/01/2016,Adelaide Hills,South Australia,Other,4.2667241
530,1/04/2016,Adelaide Hills,South Australia,Other,0.2626329
531,1/07/2016,Adelaide Hills,South Australia,Other,2.6701848
532,1/10/2016,Adelaide Hills,South Australia,Other,0.3677726
533,1/01/1998,Adelaide Hills,South Australia,Visiting,2.988178
534,1/04/1998,Adelaide Hills,South Australia,Visiting,7.753242
535,1/07/1998,Adelaide Hills,South Australia,Visiting,3.5971861
536,1/10/1998,Adelaide Hills,South Australia,Visiting,8.3452444
537,1/01/1999,Adelaide Hills,South Australia,Visiting,2.1980095
538,1/04/1999,Adelaide Hills,South Australia,Visiting,9.2934157
539,1/07/1999,Adelaide Hills,South Australia,Visiting,5.1374584
540,1/10/1999,Adelaide Hills,South Australia,Visiting,3.6958415
541,1/01/2000,Adelaide Hills,South Australia,Visiting,2.1794682
542,1/04/2000,Adelaide Hills,South Australia,Visiting,0.9406399
543,1/07/2000,Adelaide Hills,South Australia,Visiting,0.7776381
544,1/10/2000,Adelaide Hills,South Australia,Visiting,6.515741
545,1/01/2001,Adelaide Hills,South Australia,Visiting,8.2289248
546,1/04/2001,Adelaide Hills,South Australia,Visiting,10.2168734
547,1/07/2001,Adelaide Hills,South Australia,Visiting,8.5900458
548,1/10/2001,Adelaide Hills,South Australia,Visiting,12.6106848
549,1/01/2002,Adelaide Hills,South Australia,Visiting,8.4995226
550,1/04/2002,Adelaide Hills,South Australia,Visiting,9.4753364
551,1/07/2002,Adelaide Hills,South Australia,Visiting,10.7763782
552,1/10/2002,Adelaide Hills,South Australia,Visiting,81.1021091
553,1/01/2003,Adelaide Hills,South Australia,Visiting,7.3269939
554,1/04/2003,Adelaide Hills,South Australia,Visiting,9.5113885
555,1/07/2003,Adelaide Hills,South Australia,Visiting,19.3420354
556,1/10/2003,Adelaide Hills,South Australia,Visiting,22.7892947
557,1/01/2004,Adelaide Hills,South Australia,Visiting,12.4842808
558,1/04/2004,Adelaide Hills,South Australia,Visiting,15.1306263
559,1/07/2004,Adelaide Hills,South Australia,Visiting,14.0430339
560,1/10/2004,Adelaide Hills,South Australia,Visiting,7.8156616
561,1/01/2005,Adelaide Hills,South Australia,Visiting,9.6562298
562,1/04/2005,Adelaide Hills,South Australia,Visiting,5.799967
563,1/07/2005,Adelaide Hills,South Australia,Visiting,9.4732326
564,1/10/2005,Adelaide Hills,South Australia,Visiting,19.4286558
565,1/01/2006,Adelaide Hills,South Australia,Visiting,6.501905
566,1/04/2006,Adelaide Hills,South Australia,Visiting,9.52855
567,1/07/2006,Adelaide Hills,South Australia,Visiting,10.031516
568,1/10/2006,Adelaide Hills,South Australia,Visiting,14.003056
569,1/01/2007,Adelaide Hills,South Australia,Visiting,16.7443756
570,1/04/2007,Adelaide Hills,South Australia,Visiting,15.6717698
571,1/07/2007,Adelaide Hills,South Australia,Visiting,13.4871983
572,1/10/2007,Adelaide Hills,South Australia,Visiting,10.3024785
573,1/01/2008,Adelaide Hills,South Australia,Visiting,10.2529087
574,1/04/2008,Adelaide Hills,South Australia,Visiting,14.1100937
575,1/07/2008,Adelaide Hills,South Australia,Visiting,22.719851
576,1/10/2008,Adelaide Hills,South Australia,Visiting,15.8255302
577,1/01/2009,Adelaide Hills,South Australia,Visiting,21.5836847
578,1/04/2009,Adelaide Hills,South Australia,Visiting,14.1342226
579,1/07/2009,Adelaide Hills,South Australia,Visiting,11.4373058
580,1/10/2009,Adelaide Hills,South Australia,Visiting,10.1824152
581,1/01/2010,Adelaide Hills,South Australia,Visiting,9.0391551
582,1/04/2010,Adelaide Hills,South Australia,Visiting,12.1397887
583,1/07/2010,Adelaide Hills,South Australia,Visiting,15.8184019
584,1/10/2010,Adelaide Hills,South Australia,Visiting,16.3956495
585,1/01/2011,Adelaide Hills,South Australia,Visiting,18.1988943
586,1/04/2011,Adelaide Hills,South Australia,Visiting,9.7830234
587,1/07/2011,Adelaide Hills,South Australia,Visiting,7.0316674
588,1/10/2011,Adelaide Hills,South Australia,Visiting,16.3445219
589,1/01/2012,Adelaide Hills,South Australia,Visiting,9.5684211
590,1/04/2012,Adelaide Hills,South Australia,Visiting,14.8100992
591,1/07/2012,Adelaide Hills,South Australia,Visiting,12.2734493
592,1/10/2012,Adelaide Hills,South Australia,Visiting,22.8520712
593,1/01/2013,Adelaide Hills,South Australia,Visiting,36.718419
594,1/04/2013,Adelaide Hills,South Australia,Visiting,19.3726192
595,1/07/2013,Adelaide Hills,South Australia,Visiting,9.0138821
596,1/10/2013,Adelaide Hills,South Australia,Visiting,14.2152933
597,1/01/2014,Adelaide Hills,South Australia,Visiting,8.7845654
598,1/04/2014,Adelaide Hills,South Australia,Visiting,17.4751866
599,1/07/2014,Adelaide Hills,South Australia,Visiting,13.9155678
600,1/10/2014,Adelaide Hills,South Australia,Visiting,19.430325
601,1/01/2015,Adelaide Hills,South Australia,Visiting,17.6194398
602,1/04/2015,Adelaide Hills,South Australia,Visiting,28.1777465
603,1/07/2015,Adelaide Hills,South Australia,Visiting,14.967952
604,1/10/2015,Adelaide Hills,South Australia,Visiting,14.1028944
605,1/01/2016,Adelaide Hills,South Australia,Visiting,29.4413444
606,1/04/2016,Adelaide Hills,South Australia,Visiting,2.3717196
607,1/07/2016,Adelaide Hills,South Australia,Visiting,17.4467381
608,1/10/2016,Adelaide Hills,South Australia,Visiting,37.5658287
609,1/01/1998,Alice Springs,Northern Territory,Business,7.5351074
610,1/04/1998,Alice Springs,Northern Territory,Business,3.3563886
611,1/07/1998,Alice Springs,Northern Territory,Business,21.7776673
612,1/10/1998,Alice Springs,Northern Territory,Business,3.9771463
613,1/01/1999,Alice Springs,Northern Territory,Business,18.4124016
614,1/04/1999,Alice Springs,Northern Territory,Business,16.4054032
615,1/07/1999,Alice Springs,Northern Territory,Business,8.6520996
616,1/10/1999,Alice Springs,Northern Territory,Business,15.8996215
617,1/01/2000,Alice Springs,Northern Territory,Business,4.8812172
618,1/04/2000,Alice Springs,Northern Territory,Business,11.2270142
619,1/07/2000,Alice Springs,Northern Territory,Business,7.2638197
620,1/10/2000,Alice Springs,Northern Territory,Business,24.4381962
621,1/01/2001,Alice Springs,Northern Territory,Business,9.9557335
622,1/04/2001,Alice Springs,Northern Territory,Business,16.2718147
623,1/07/2001,Alice Springs,Northern Territory,Business,15.7431957
624,1/10/2001,Alice Springs,Northern Territory,Business,15.2398063
625,1/01/2002,Alice Springs,Northern Territory,Business,11.2919954
626,1/04/2002,Alice Springs,Northern Territory,Business,16.3421441
627,1/07/2002,Alice Springs,Northern Territory,Business,20.7397677
628,1/10/2002,Alice Springs,Northern Territory,Business,23.9216337
629,1/01/2003,Alice Springs,Northern Territory,Business,1.0084255
630,1/04/2003,Alice Springs,Northern Territory,Business,19.3528331
631,1/07/2003,Alice Springs,Northern Territory,Business,9.7576477
632,1/10/2003,Alice Springs,Northern Territory,Business,18.4045143
633,1/01/2004,Alice Springs,Northern Territory,Business,9.5790425
634,1/04/2004,Alice Springs,Northern Territory,Business,8.8005499
635,1/07/2004,Alice Springs,Northern Territory,Business,10.7824435
636,1/10/2004,Alice Springs,Northern Territory,Business,11.2808164
637,1/01/2005,Alice Springs,Northern Territory,Business,9.2443086
638,1/04/2005,Alice Springs,Northern Territory,Business,7.9536995
639,1/07/2005,Alice Springs,Northern Territory,Business,8.2999071
640,1/10/2005,Alice Springs,Northern Territory,Business,22.2565388
641,1/01/2006,Alice Springs,Northern Territory,Business,12.048289
642,1/04/2006,Alice Springs,Northern Territory,Business,8.422068
643,1/07/2006,Alice Springs,Northern Territory,Business,9.249005
644,1/10/2006,Alice Springs,Northern Territory,Business,9.705743
645,1/01/2007,Alice Springs,Northern Territory,Business,12.1917278
646,1/04/2007,Alice Springs,Northern Territory,Business,14.5493314
647,1/07/2007,Alice Springs,Northern Territory,Business,9.4196439
648,1/10/2007,Alice Springs,Northern Territory,Business,8.3474067
649,1/01/2008,Alice Springs,Northern Territory,Business,6.3728304
650,1/04/2008,Alice Springs,Northern Territory,Business,16.9589265
651,1/07/2008,Alice Springs,Northern Territory,Business,27.9164528
652,1/10/2008,Alice Springs,Northern Territory,Business,23.3770221
653,1/01/2009,Alice Springs,Northern Territory,Business,6.7743981
654,1/04/2009,Alice Springs,Northern Territory,Business,12.6631448
655,1/07/2009,Alice Springs,Northern Territory,Business,9.9692171
656,1/10/2009,Alice Springs,Northern Territory,Business,13.2449965
657,1/01/2010,Alice Springs,Northern Territory,Business,10.8073342
658,1/04/2010,Alice Springs,Northern Territory,Business,15.9322501
659,1/07/2010,Alice Springs,Northern Territory,Business,14.7310448
660,1/10/2010,Alice Springs,Northern Territory,Business,6.3481966
661,1/01/2011,Alice Springs,Northern Territory,Business,17.3832216
662,1/04/2011,Alice Springs,Northern Territory,Business,15.2159206
663,1/07/2011,Alice Springs,Northern Territory,Business,13.9969962
664,1/10/2011,Alice Springs,Northern Territory,Business,7.3543894
665,1/01/2012,Alice Springs,Northern Territory,Business,7.2027841
666,1/04/2012,Alice Springs,Northern Territory,Business,13.4033264
667,1/07/2012,Alice Springs,Northern Territory,Business,11.3923122
668,1/10/2012,Alice Springs,Northern Territory,Business,8.7745874
669,1/01/2013,Alice Springs,Northern Territory,Business,9.4511988
670,1/04/2013,Alice Springs,Northern Territory,Business,12.2984684
671,1/07/2013,Alice Springs,Northern Territory,Business,17.2668104
672,1/10/2013,Alice Springs,Northern Territory,Business,14.1493819
673,1/01/2014,Alice Springs,Northern Territory,Business,20.2738755
674,1/04/2014,Alice Springs,Northern Territory,Business,6.6515198
675,1/07/2014,Alice Springs,Northern Territory,Business,19.3517583
676,1/10/2014,Alice Springs,Northern Territory,Business,17.8900138
677,1/01/2015,Alice Springs,Northern Territory,Business,7.7535195
678,1/04/2015,Alice Springs,Northern Territory,Business,15.3749549
679,1/07/2015,Alice Springs,Northern Territory,Business,19.0093016
680,1/10/2015,Alice Springs,Northern Territory,Business,18.7504621
681,1/01/2016,Alice Springs,Northern Territory,Business,8.2042532
682,1/04/2016,Alice Springs,Northern Territory,Business,24.3648813
683,1/07/2016,Alice Springs,Northern Territory,Business,33.0572291
684,1/10/2016,Alice Springs,Northern Territory,Business,21.9552263
685,1/01/1998,Alice Springs,Northern Territory,Holiday,8.1470853
686,1/04/1998,Alice Springs,Northern Territory,Holiday,34.6595574
687,1/07/1998,Alice Springs,Northern Territory,Holiday,76.541382
688,1/10/1998,Alice Springs,Northern Territory,Holiday,27.2206619
689,1/01/1999,Alice Springs,Northern Territory,Holiday,12.495749
690,1/04/1999,Alice Springs,Northern Territory,Holiday,47.3809533
691,1/07/1999,Alice Springs,Northern Territory,Holiday,60.8314161
692,1/10/1999,Alice Springs,Northern Territory,Holiday,37.8111007
693,1/01/2000,Alice Springs,Northern Territory,Holiday,24.2911274
694,1/04/2000,Alice Springs,Northern Territory,Holiday,24.6175017
695,1/07/2000,Alice Springs,Northern Territory,Holiday,62.6099921
696,1/10/2000,Alice Springs,Northern Territory,Holiday,36.1202738
697,1/01/2001,Alice Springs,Northern Territory,Holiday,14.6648175
698,1/04/2001,Alice Springs,Northern Territory,Holiday,22.8703785
699,1/07/2001,Alice Springs,Northern Territory,Holiday,63.554219
700,1/10/2001,Alice Springs,Northern Territory,Holiday,22.842122
701,1/01/2002,Alice Springs,Northern Territory,Holiday,7.5927502
702,1/04/2002,Alice Springs,Northern Territory,Holiday,34.0995705
703,1/07/2002,Alice Springs,Northern Territory,Holiday,52.7535129
704,1/10/2002,Alice Springs,Northern Territory,Holiday,34.9011134
705,1/01/2003,Alice Springs,Northern Territory,Holiday,11.8431689
706,1/04/2003,Alice Springs,Northern Territory,Holiday,36.6797179
707,1/07/2003,Alice Springs,Northern Territory,Holiday,45.4880099
708,1/10/2003,Alice Springs,Northern Territory,Holiday,21.7685144
709,1/01/2004,Alice Springs,Northern Territory,Holiday,11.4357679
710,1/04/2004,Alice Springs,Northern Territory,Holiday,26.3460521
711,1/07/2004,Alice Springs,Northern Territory,Holiday,74.3812909
712,1/10/2004,Alice Springs,Northern Territory,Holiday,17.7991968
713,1/01/2005,Alice Springs,Northern Territory,Holiday,13.8690871
714,1/04/2005,Alice Springs,Northern Territory,Holiday,40.3196952
715,1/07/2005,Alice Springs,Northern Territory,Holiday,64.0980872
716,1/10/2005,Alice Springs,Northern Territory,Holiday,31.5503204
717,1/01/2006,Alice Springs,Northern Territory,Holiday,16.185135
718,1/04/2006,Alice Springs,Northern Territory,Holiday,37.438826
719,1/07/2006,Alice Springs,Northern Territory,Holiday,49.688457
720,1/10/2006,Alice Springs,Northern Territory,Holiday,41.29565
721,1/01/2007,Alice Springs,Northern Territory,Holiday,13.1360961
722,1/04/2007,Alice Springs,Northern Territory,Holiday,38.7518353
723,1/07/2007,Alice Springs,Northern Territory,Holiday,48.0003058
724,1/10/2007,Alice Springs,Northern Territory,Holiday,29.0465011
725,1/01/2008,Alice Springs,Northern Territory,Holiday,18.1932404
726,1/04/2008,Alice Springs,Northern Territory,Holiday,35.8968274
727,1/07/2008,Alice Springs,Northern Territory,Holiday,36.3539935
728,1/10/2008,Alice Springs,Northern Territory,Holiday,23.7568368
729,1/01/2009,Alice Springs,Northern Territory,Holiday,3.5644857
730,1/04/2009,Alice Springs,Northern Territory,Holiday,44.6970488
731,1/07/2009,Alice Springs,Northern Territory,Holiday,53.5060037
732,1/10/2009,Alice Springs,Northern Territory,Holiday,31.4972439
733,1/01/2010,Alice Springs,Northern Territory,Holiday,10.2337889
734,1/04/2010,Alice Springs,Northern Territory,Holiday,35.6452535
735,1/07/2010,Alice Springs,Northern Territory,Holiday,46.4773527
736,1/10/2010,Alice Springs,Northern Territory,Holiday,45.7219012
